project,desc,assigned to,reported by,category,priority
Smart Jewel,stock date mention issue,Ritesh,reception,Support,V.Urgent
Smart Jewel,Report update,drashti,drashti,Report,med
SJE Plus,tag mrp wrong show and material report add,drashti,drashti,Report,high
SJE Plus,branch cancel issue,sarika,reception,Support,high
Smart Jewel,Voucher Entry Issue,sarika,sarika,New Req,V.Urgent
Smart Jewel,export invoice report font change and some changes,drashti,drashti,Report,med
Smart Jewel,Labour CHart Reliance ISsue,sarika,sarika,New Req,V.Urgent
Smart Jewel,tag printing issue,vikas,reception,Support,high
Smart Jewel,slide show issue,gaurav,reception,Support,V.Urgent
Smart Jewel,item issue,krishna,reception,Support,V.Urgent
Smart Jewel,sales voucher issue,jaytur,reception,Support,V.Urgent
Smart Jewel,department issue,krishna,reception,Support,high
Smart Jewel,branch metal purity issue,prakash,reception,Support,high
Smart Jewel,purchase invoice preview issue,shubham,reception,Report,high
Smart Jewel,cost sheet report change,drashti,drashti,Report,high
Smart Jewel,loss recovery issue ,krishna,reception,Support,V.Urgent
Smart Jewel,report error,Heta,reception,Report,V.Urgent
Smart Jewel,in pg column some addition,Sajeda,reception,Support,high
Smart Jewel,ledure balance issue,shubham,reception,Support,V.Urgent
Smart Jewel,diamond quantity issue,ashit,reception,Support,V.Urgent
Smart Jewel,module make (As Per Group Training),krishna,reception,Support,high
SJE Plus,transaction issue,shubham,reception,Support,high
Smart Jewel,gold chain issue,krishna,reception,Support,V.Urgent
SJE Plus,purchase short key issue,shubham,reception,Support,high
Smart Jewel,bag finish issue,ambrish,reception,Support,V.Urgent
Smart Jewel,packing list quotation issue,drashti,reception,Report,V.Urgent
Smart Jewel,recovery entry issue,krishna,reception,Support,high
Smart Jewel,software close,yogita,reception,Support,V.Urgent
Smart Jewel,some issue,sarika,reception,Support,V.Urgent
Smart Jewel,Titan GC uploader Report issue,drashti,drashti,Report,V.Urgent
SJE Plus,entry save error,krishna,reception,Support,high
Smart Jewel,Data Suspect,drashti,drashti,Support,V.Urgent
Smart Jewel,mail not send,Sajeda,reception,Support,V.Urgent
Smart Jewel,bill issue,drashti,reception,Support,V.Urgent
Smart Jewel,migration,sarika,reception,Support,high
SJE Plus,settlement error,sarika,sarika,New Req,V.Urgent
Smart Jewel,hsn issue,krishna,reception,Support,V.Urgent
Smart Jewel,ledger  issue(urgent),jaytur,reception,Report,V.Urgent
SJE Plus,bar code printer sat,Sajeda,reception,Support,high
SJE Plus,Packing List New Report create,drashti,drashti,Report,V.Urgent
SJE Plus,in report remarks column add,drashti,reception,Report,V.Urgent
SJE Plus,sale issue,krishna,reception,Support,V.Urgent
SJE Plus,New Report Create,Heta,chiranjiv,Report,high
Smart Jewel,gst report show issue,jaytur,reception,Support,high
Smart Jewel,installation,yogita,reception,Support,high
SJE Plus,report issue,Heta,reception,Report,V.Urgent
SJE Plus,software update,yogita,reception,Support,high
SJE Plus,gst issue and account issue,Sajeda,reception,Support,V.Urgent
Smart Jewel,job bag generate issue,sarika,reception,Support,high
SJE Plus,item scan issue,shubham,reception,Support,high
SJE Plus,gross weight net weight issue,krishna,reception,Support,V.Urgent
SJE Plus,report path set,Sajeda,reception,Report,V.Urgent
SJE Plus,collection issue,Sajeda,reception,Support,V.Urgent
SJE Plus,bill settlement issue,Sajeda,reception,Support,high
Smart Jewel,tag issue,vipul,reception,Support,V.Urgent
Smart Jewel,software update,yogita,reception,Support,V.Urgent
Smart Jewel,server change,Sajeda,reception,Support,V.Urgent
Smart Jewel,in report igst issue and sql server installation,Jagruti,reception,Report,high
Smart Jewel,software hang,Sajeda,reception,Support,V.Urgent
Smart Jewel,report figure not show,Jagruti,reception,Report,V.Urgent
Smart Jewel,packing list issue,Heta,reception,Report,high
SJE Plus,image generate issue,yogita,reception,Support,high
SJE Plus,software close,Sajeda,reception,Support,high
SJE Plus,tag blank issue,shubham,reception,Support,high
SJE Plus,quotation issue,drashti,reception,Report,high
Smart Jewel,last year balance carry forward issue,yogita,reception,Support,high
Smart Jewel,repairing bag issue,vipul,reception,Support,V.Urgent
Smart Jewel,purity change(urgent),vikas,reception,Support,V.Urgent
Smart Jewel,make credit note,Jagruti,reception,Report,V.Urgent
Smart Jewel,purchase issue,Sajeda,reception,Support,V.Urgent
Smart Jewel,style inward issue(urgent),shubham,reception,Support,V.Urgent
SJE Plus,sale bill edit issue,Heta,reception,Report,high
Smart Jewel,trial balance cash show issue,shubham,reception,Support,high
SJE Plus,order material delete issue,shubham,reception,Support,high
Smart Jewel,software close,Jagruti,reception,Support,V.Urgent
SJE Plus,book type issue,gaurav,reception,Support,high
Smart Jewel,report path not found error,shubham,reception,Report,V.Urgent
SJE Plus,Report Create AS Discussion,drashti,chiranjiv,Report,V.Urgent
SJE Plus,bill issue,shubham,reception,Support,high
Smart Jewel,software update,prakash,reception,Support,V.Urgent
Smart Jewel,tag printing configuration issue,shubham,reception,Report,high
SJE Plus,software close,Janvi,reception,Support,high
Smart Jewel,tag not show(urgent),krishna,reception,Tag,V.Urgent
Smart Jewel,software close,yogita,reception,Support,V.Urgent
Smart Jewel,In Sale Report Cost price wrong cal.,drashti,drashti,Report,V.Urgent
Smart Jewel,purchase hsn code not show,krishna,reception,Support,V.Urgent
Smart Jewel,in report igst and cgst issue,shubham,reception,Report,high
Smart Jewel,self repair issue,shubham,reception,Support,high
SJE Plus,Report Migration,Krupa,Krupa,Report,high
Smart Jewel,data restore (call tomorrow 10 am),Sajeda,reception,Support,high
Smart Jewel,inward issue,gaurav,reception,Support,V.Urgent
Smart Jewel,in report name and address changes,Jagruti,reception,Report,high
Smart Jewel,invoice diamond issue,Jagruti,reception,Report,V.Urgent
Smart Jewel,on server excel download,Sajeda,reception,Support,V.Urgent
Smart Jewel,bar code print issue,vipul,reception,Report,V.Urgent
Smart Jewel,pg column add,Sajeda,reception,Support,V.Urgent
SJE Plus,new report,shubham,reception,Report,high
SJE Plus,in bill purity issues,sarika,reception,Support,high
SJE Plus,Bag transaction report changes,drashti,drashti,Report,high
Smart Jewel,report changes,Heta,reception,Report,high
Smart Jewel,packing list changess And Importer Issue,Heta,reception,Support,high
SJE Plus,bag history Report not show,drashti,drashti,Report,V.Urgent
SJE Plus,ledger issue,drashti,reception,Report,high
SJE Plus,Please Set a Reports Of Titan Vendor Costing And Upload Sheet Same as in EON ..,drashti,sarika,Report,V.Urgent
Smart Jewel,book add entry issue,shubham,reception,Support,high
SJE Plus,report changes,Heta,reception,Report,high
Smart Jewel,Master Conference Done With Vikash Or Kalpesh,sarika,sarika,New Req,V.Urgent
Smart Jewel,Pd Issue Or Stylemaster Issue,sarika,sarika,bug,V.Urgent
Smart Jewel,Mani Jewel Settlement ISsue,sarika,sarika,bug,high
SJE Plus,Jobwork order item not save,drashti,drashti,Support,V.Urgent
Smart Jewel,importer not working,krishna,reception,Support,high
Smart Jewel,jewelry  purchase option not show,shubham,reception,Support,V.Urgent
SJE Plus,client wise due report amount issue,Sajeda,reception,Report,V.Urgent
Smart Jewel,after new year generate entry issue,sarika,reception,Support,high
Smart Jewel,in report gross weight and net weight add,drashti,reception,Report,high
SJE Plus,style master and sub category changes,krishna,reception,Support,high
Smart Jewel,importer not connect,Sajeda,reception,Support,V.Urgent
Smart Jewel,invoice terms edit ,Jagruti,reception,Report,high
Smart Jewel,ledger issue and repairing bag issue,krishna,reception,Support,V.Urgent
Smart Jewel,excel issue,shubham,reception,Report,high
SJE Plus,report pint issue,jaytur,reception,Report,high
Smart Jewel,approval purchase print issue and tag issue,Jagruti,reception,Report,high
Smart Jewel,bag finalize issue(urgent for parcel send),krishna,reception,Support,V.Urgent
Smart Jewel, order slide show not convert,Denish,reception,Support,V.Urgent
Smart Jewel,tag print add,prakash,reception,Tag,V.Urgent
Smart Jewel,installation,Heta,reception,Support,V.Urgent
Smart Jewel,ask memo entry ,prakash,reception,Support,V.Urgent
Smart Jewel,software update,Sajeda,reception,Support,V.Urgent
SJE Plus,in report repairing book add,Sajeda,reception,Report,V.Urgent
Smart Jewel,inward format show,sarika,reception,Support,V.Urgent
Smart Jewel,state name issue,reception,reception,Support,high
Smart Jewel,i pad sync,Sajeda,reception,Support,high
Smart Jewel,repair regular number stock - issue(Urgent),sarika,reception,Support,V.Urgent
Smart Jewel,software close,chiranjiv,reception,Support,V.Urgent
SJE Plus,ledger with stock report issue,Jagruti,reception,Report,high
SJE Plus,Sub category how to add ,drashti,drashti,Support,V.Urgent
Smart Jewel,layout changes,shubham,reception,Support,high
Smart Jewel,order issue,Sajeda,reception,Support,V.Urgent
Smart Jewel,Stone Pcs In minus issue,shubham,reception,Support,V.Urgent
Smart Jewel,earing size issue,vipul,reception,Support,high
Smart Jewel,softaware update,krishna,reception,Support,V.Urgent
Smart Jewel,update error,shubham,reception,Support,V.Urgent
Smart Jewel,installation,Jagruti,reception,Support,V.Urgent
SJE Plus,gst add,sarika,reception,Support,high
Smart Jewel,hard disk software start,shubham,reception,Support,high
Smart Jewel,gold rate issue,shubham,reception,Support,high
Smart Jewel,client master client search issue,yogita,reception,Support,high
SJE Plus,book add,krishna,reception,Support,V.Urgent
Smart Jewel,diamond size issue,Sajeda,reception,Support,V.Urgent
Smart Jewel,gst not show,krishna,reception,Support,V.Urgent
Smart Jewel,stock issue,Sajeda,reception,Support,V.Urgent
Smart Jewel,Report changes,drashti,drashti,Report,V.Urgent
Smart Jewel,software hang,Sajeda,reception,Support,high
Smart Jewel,server name issue,Jagruti,reception,Support,high
Smart Jewel,cut off,ambrish,reception,Support,high
Smart Jewel,account entry level issue,sarika,reception,Support,high
SJE Plus,report preview problem,drashti,reception,Report,high
SJE Plus,order process issue,krishna,reception,Support,high
Smart Jewel,jewellery status report issue,Sajeda,reception,Support,high
Smart Jewel,Tag print issue,drashti,drashti,Tag,high
Smart Jewel,report issue,drashti,reception,Report,V.Urgent
Smart Jewel,report chages,drashti,reception,Report,V.Urgent
SJE Plus,diamond issue not show,Sajeda,reception,Support,V.Urgent
Smart Jewel,mail to krishna,krishna,reception,Support,high
Smart Jewel,ask self repair ,shubham,reception,Support,V.Urgent
Smart Jewel,tag issue,Heta,reception,Support,V.Urgent
Smart Jewel,software problem,Heta,reception,Support,high
Smart Jewel,bag generate issue,Jagruti,reception,Support,V.Urgent
SJE Plus,in tag client code add,drashti,reception,Report,high
Smart Jewel,hard disk not show,Jagruti,reception,Support,V.Urgent
SJE Plus,Bag Print Design,Krupa,Krupa,Report,high
Smart Jewel,in report pan number not show,Jagruti,reception,Report,V.Urgent
SJE Plus,Image Issue in software,drashti,drashti,Support,high
SJE Plus,return issue,drashti,reception,Support,high
Smart Jewel,report figure worge show,shubham,reception,Support,V.Urgent
Smart Jewel,order issue,Sajeda,reception,Support,high
Smart Jewel,report update issue,drashti,reception,Report,high
Smart Jewel,some issue,gaurav,reception,Support,V.Urgent
Smart Jewel,in report date issue,Jagruti,reception,Report,high
SJE Plus,software problem,sarika,reception,Support,high
SJE Plus,order problem,Sajeda,reception,Support,high
SJE Plus,software problem,Sajeda,reception,Support,high
Smart Jewel,print data miss,Jagruti,reception,Report,V.Urgent
Smart Jewel,diamond stock issue,shubham,reception,Support,high
Smart Jewel,style master report issue,vipul,reception,Report,high
Smart Jewel,return to job work issue,shubham,reception,Support,high
SJE Plus,software close,yogita,reception,Support,high
Smart Jewel,entry issue,sarika,reception,Support,V.Urgent
SJE Plus,Report Design as per mail,Krupa,Krupa,New Req,med
SJE Plus,report issue,Jagruti,reception,Report,high
Smart Jewel,closing balance wrong show,Jagruti,reception,Support,V.Urgent
Smart Jewel,jewel code not generate,krishna,reception,Support,V.Urgent
Smart Jewel,software close,yogita,reception,Support,V.Urgent
Smart Jewel,report issue,prakash,reception,Report,high
Smart Jewel,collection issue,shubham,reception,Support,high
Smart Jewel,labor formula change,Sajeda,reception,Support,V.Urgent
Smart Jewel,ask quotation order,shubham,reception,Support,V.Urgent
Smart Jewel,report editing issue,Jagruti,reception,Support,V.Urgent
Smart Jewel,jewelry memo issue,Sajeda,reception,Support,V.Urgent
Smart Jewel,print out changes,drashti,reception,Report,high
Smart Resta,quotation image issue,Jagruti,reception,Report,high
Smart Jewel,melting issue,shubham,reception,Support,V.Urgent
Smart Jewel,repair loss delete issue,Sajeda,reception,Support,high
SJE Plus,bag fainalize not save,drashti,drashti,Support,V.Urgent
SJE Plus,Modification Order,sarika,sarika,bug,V.Urgent
Smart Jewel,tag format changes,Heta,reception,Support,high
Smart Jewel,quotation invoice procedure,Sajeda,reception,Support,V.Urgent
SJE Plus,report issue,drashti,reception,Report,high
SJE Plus,user rights issue,drashti,drashti,Support,med
Smart Jewel,rate not show proper report,Jagruti,reception,Report,V.Urgent
SJE Plus,wip report set,Heta,reception,Report,V.Urgent
Smart Jewel,color charge add,gaurav,reception,Support,V.Urgent
SJE Plus,Software update,drashti,drashti,Report,V.Urgent
Smart Jewel,Export Invoice changes ,drashti,drashti,Report,V.Urgent
Smart Jewel,report issue,Heta,reception,Report,V.Urgent
SJE Plus,14 carat issue,gaurav,reception,Support,high
Smart Jewel,item allow issue,Heta,reception,Support,V.Urgent
Smart Jewel,error show,Heta,reception,Support,V.Urgent
Smart Jewel,quotation issue,krishna,reception,Support,V.Urgent
Smart Jewel,pan number add in labour,krishna,reception,Support,high
Smart Jewel,report correction,Jagruti,reception,Report,V.Urgent
Smart Jewel,installation,yogita,reception,Support,V.Urgent
Smart Jewel,style master inward edit issue,krishna,reception,Support,high
Smart Jewel,loss report issue,sarika,reception,Support,high
Smart Jewel,metal issue,krishna,reception,Report,V.Urgent
Smart Jewel,split remarks issue,krishna,reception,Support,high
Smart Jewel,ask some issue,Sajeda,reception,Support,V.Urgent
SJE Plus,customer name search issue,sarika,reception,Support,high
Smart Jewel,ask purchase entry,Sajeda,reception,Support,V.Urgent
Smart Jewel,tolerance issue and bag marge,krishna,reception,Support,V.Urgent
Smart Jewel,new year generate,Jagruti,reception,Support,V.Urgent
Smart Jewel,module issue and print issue,drashti,reception,Report,V.Urgent
Smart Jewel,report issue,drashti,reception,Report,V.Urgent
SJE Plus,purchase issue,shubham,reception,Support,V.Urgent
SJE Plus,Reports Conversion,drashti,drashti,Report,high
SJE Plus,production issue,Sajeda,reception,Support,high
Smart Jewel,order issue,krishna,reception,Support,V.Urgent
Smart Jewel,gold rate formula wrong,shubham,reception,Support,V.Urgent
